Wavelength;4_21_2023;4_21_2023;5_12_2023;5_12_2023;4_21_2023;4_21_2023;4_21_2023;4_21_2023;4_21_2023;4_21_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023;5_12_2023
590.5;1.851;10.007;10.367;11.799;0.031;0.052;0.092;0.183;0.461;0.544;0.404;0.816;0.018;0.155;12.086;24.957;26.07;7.669;69.485;10.978;10.696;9.797;8.376;0.865;0.778;0.621
591;1.844;10.002;10.342;11.781;0.032;0.055;0.09;0.18;0.461;0.544;0.433;0.798;0.027;0.141;12.18;24.943;26.063;7.799;69.297;11.015;10.566;9.829;8.271;0.862;0.789;0.615
591.5;1.837;9.991;10.323;11.767;0.035;0.055;0.09;0.18;0.454;0.542;0.602;0.879;0.068;0.154;12.168;24.907;26.018;7.785;69.041;10.942;10.5;9.853;8.23;0.855;0.815;0.623
592;1.83;9.971;10.328;11.755;0.035;0.054;0.09;0.181;0.453;0.539;0.773;1.015;0.077;0.136;12.053;24.831;25.935;7.656;68.837;10.731;10.48;9.904;8.174;0.789;0.79;0.568
592.5;1.822;9.97;10.337;11.761;0.036;0.055;0.088;0.182;0.452;0.532;0.805;1.011;0.097;0.102;12.008;24.781;25.922;7.499;68.693;10.651;10.519;9.882;8.156;0.772;0.784;0.534
593;1.823;9.97;10.341;11.75;0.033;0.058;0.089;0.181;0.45;0.53;0.647;0.921;0.105;0.082;11.928;24.74;25.861;7.285;68.725;10.495;10.567;9.917;8.197;0.756;0.803;0.515
593.5;1.827;9.97;10.345;11.738;0.034;0.063;0.092;0.183;0.449;0.532;0.569;0.894;0.081;0.039;11.908;24.728;25.87;7.16;68.854;10.411;10.551;9.951;8.274;0.735;0.791;0.485
594;1.829;9.965;10.347;11.742;0.031;0.066;0.092;0.181;0.449;0.529;0.538;0.915;0.085;0.047;11.919;24.81;25.911;7.22;68.948;10.357;10.423;9.887;8.349;0.722;0.757;0.438
594.5;1.83;9.976;10.344;11.745;0.029;0.063;0.09;0.176;0.442;0.527;0.333;0.705;0.086;0.061;11.945;24.889;25.964;7.286;68.966;10.435;10.32;9.804;8.384;0.726;0.737;0.436
595;1.828;9.981;10.33;11.717;0.027;0.06;0.088;0.171;0.436;0.525;0.222;0.472;0.143;0.086;11.979;24.969;26.006;7.359;69.051;10.57;10.336;9.805;8.499;0.766;0.718;0.444
595.5;1.823;9.975;10.315;11.707;0.026;0.059;0.084;0.167;0.432;0.519;0.261;0.489;0.142;0.065;11.963;24.975;26.024;7.522;69.037;10.716;10.35;9.773;8.508;0.806;0.688;0.463
596;1.823;9.984;10.299;11.704;0.029;0.06;0.087;0.168;0.43;0.519;0.365;0.456;0.107;0.038;12.058;25.038;26.087;7.79;68.906;10.884;10.323;9.783;8.43;0.835;0.666;0.498
596.5;1.82;9.979;10.285;11.692;0.03;0.058;0.087;0.169;0.426;0.514;0.579;0.544;0.091;0.028;11.971;25.014;26.091;7.846;68.819;10.858;10.418;9.889;8.387;0.834;0.64;0.5
597;1.811;9.964;10.289;11.684;0.031;0.057;0.088;0.17;0.426;0.511;0.721;0.646;0.085;0.037;11.848;25.012;26.017;7.785;68.813;10.732;10.528;9.934;8.332;0.832;0.632;0.519
597.5;1.802;9.952;10.286;11.678;0.033;0.058;0.091;0.17;0.43;0.508;0.678;0.57;0.078;0.066;11.799;24.927;25.962;7.664;68.838;10.694;10.626;9.941;8.337;0.845;0.663;0.538
598;1.803;9.935;10.272;11.654;0.032;0.055;0.093;0.165;0.431;0.505;0.464;0.466;0.085;0.078;11.805;24.861;25.911;7.58;69.011;10.608;10.62;9.983;8.365;0.859;0.696;0.55
598.5;1.796;9.923;10.248;11.647;0.034;0.054;0.092;0.162;0.43;0.503;0.43;0.585;0.075;0.086;11.831;24.836;25.919;7.531;69.131;10.584;10.646;9.952;8.362;0.842;0.71;0.538
599;1.785;9.908;10.238;11.653;0.033;0.052;0.09;0.157;0.429;0.499;0.35;0.584;0.096;0.114;11.9;24.812;25.968;7.604;69.089;10.611;10.624;9.914;8.341;0.828;0.718;0.534
599.5;1.774;9.901;10.227;11.648;0.034;0.052;0.092;0.154;0.427;0.499;0.215;0.544;0.145;0.12;11.995;24.738;25.984;7.633;68.974;10.702;10.541;9.808;8.264;0.846;0.748;0.552
600;1.761;9.888;10.21;11.641;0.035;0.051;0.092;0.152;0.424;0.494;0.114;0.533;0.189;0.119;12.014;24.725;25.999;7.663;68.72;10.804;10.474;9.73;8.232;0.841;0.774;0.571
600.5;1.741;9.869;10.204;11.644;0.032;0.051;0.093;0.153;0.418;0.486;0.099;0.609;0.162;0.086;11.858;24.679;26.012;7.662;68.522;10.839;10.466;9.649;8.211;0.798;0.774;0.573
601;1.731;9.863;10.209;11.637;0.033;0.051;0.094;0.156;0.411;0.482;0.118;0.613;0.116;0.026;11.831;24.699;26.03;7.638;68.364;10.726;10.417;9.624;8.155;0.797;0.792;0.595
601.5;1.728;9.854;10.215;11.622;0.031;0.051;0.092;0.157;0.403;0.478;0.24;0.662;0.087;-0.022;11.729;24.699;26.013;7.472;68.379;10.513;10.523;9.647;8.201;0.782;0.795;0.56
602;1.724;9.852;10.236;11.625;0.027;0.048;0.086;0.155;0.393;0.472;0.315;0.712;0.089;-0.01;11.644;24.744;26.009;7.4;68.533;10.27;10.589;9.664;8.206;0.817;0.798;0.546
602.5;1.72;9.862;10.254;11.624;0.028;0.047;0.085;0.155;0.389;0.471;0.203;0.543;0.081;0.007;11.667;24.809;26.062;7.368;68.607;10.183;10.654;9.696;8.225;0.859;0.833;0.531
603;1.716;9.862;10.253;11.632;0.025;0.042;0.078;0.152;0.384;0.467;0.149;0.508;0.096;0.053;11.589;24.805;26.05;7.271;68.728;10.038;10.77;9.82;8.312;0.881;0.856;0.526
603.5;1.708;9.852;10.235;11.629;0.025;0.041;0.069;0.148;0.377;0.464;0.252;0.491;0.086;0.055;11.624;24.829;26.047;7.222;68.766;10.093;10.873;9.9;8.335;0.887;0.838;0.513
604;1.701;9.842;10.245;11.626;0.026;0.042;0.064;0.148;0.374;0.461;0.227;0.389;0.057;0.018;11.722;24.803;26.011;7.233;68.759;10.292;10.973;10.049;8.373;0.914;0.799;0.52
604.5;1.695;9.836;10.231;11.614;0.023;0.041;0.064;0.148;0.376;0.46;0.218;0.399;0.049;-0.007;11.718;24.786;25.964;7.32;68.723;10.447;10.995;10.127;8.428;0.938;0.736;0.518
605;1.688;9.831;10.215;11.603;0.026;0.043;0.067;0.152;0.38;0.458;0.193;0.377;0.043;-0.005;11.718;24.796;25.89;7.392;68.702;10.696;10.937;10.087;8.403;0.877;0.677;0.531
605.5;1.68;9.812;10.2;11.605;0.028;0.047;0.076;0.158;0.386;0.459;0.226;0.365;0.044;0.045;11.576;24.745;25.828;7.463;68.84;10.798;10.825;10.046;8.375;0.85;0.643;0.533
606;1.677;9.802;10.184;11.573;0.03;0.048;0.079;0.163;0.385;0.455;0.085;0.245;0.057;0.07;11.524;24.717;25.763;7.495;68.962;10.714;10.764;9.94;8.315;0.857;0.652;0.543
606.5;1.674;9.79;10.172;11.556;0.033;0.052;0.084;0.169;0.387;0.456;0.073;0.18;0.087;0.094;11.552;24.655;25.742;7.464;69.253;10.536;10.771;9.894;8.308;0.846;0.667;0.523
607;1.671;9.78;10.175;11.547;0.035;0.052;0.089;0.168;0.387;0.453;0.011;0.134;0.132;0.139;11.488;24.588;25.763;7.46;69.512;10.282;10.726;9.854;8.279;0.88;0.691;0.525
607.5;1.665;9.779;10.182;11.559;0.04;0.055;0.095;0.17;0.389;0.456;-0.108;0.062;0.193;0.206;11.496;24.606;25.804;7.453;69.57;10.119;10.658;9.798;8.241;0.904;0.756;0.549
608;1.661;9.781;10.186;11.586;0.038;0.055;0.094;0.166;0.39;0.456;-0.129;0.091;0.247;0.278;11.407;24.577;25.746;7.338;69.479;9.965;10.614;9.786;8.227;0.907;0.791;0.577
608.5;1.656;9.78;10.194;11.618;0.039;0.056;0.094;0.161;0.389;0.456;-0.056;0.201;0.255;0.239;11.486;24.634;25.778;7.27;69.18;9.962;10.568;9.761;8.151;0.904;0.787;0.592
609;1.654;9.778;10.211;11.639;0.036;0.056;0.093;0.156;0.386;0.452;0.181;0.401;0.222;0.199;11.552;24.675;25.765;7.286;68.808;10.086;10.523;9.79;8.123;0.912;0.768;0.604
609.5;1.648;9.779;10.22;11.66;0.032;0.054;0.088;0.15;0.382;0.451;0.443;0.709;0.194;0.194;11.555;24.729;25.791;7.244;68.6;10.198;10.495;9.805;8.165;0.849;0.683;0.532
610;1.643;9.787;10.222;11.663;0.033;0.056;0.087;0.149;0.379;0.449;0.651;0.867;0.136;0.19;11.629;24.771;25.814;7.233;68.394;10.449;10.449;9.709;8.138;0.77;0.647;0.513
610.5;1.637;9.789;10.23;11.677;0.032;0.06;0.088;0.148;0.376;0.448;0.8;0.953;0.068;0.174;11.682;24.788;25.846;7.269;68.157;10.599;10.323;9.585;8.133;0.736;0.615;0.472
611;1.636;9.793;10.238;11.683;0.032;0.06;0.083;0.146;0.369;0.441;0.85;0.914;0.007;0.134;11.682;24.769;25.87;7.277;68.095;10.58;10.285;9.502;8.147;0.752;0.631;0.444
611.5;1.633;9.781;10.24;11.675;0.034;0.057;0.076;0.143;0.36;0.433;0.897;0.809;-0.053;0.092;11.631;24.726;25.915;7.238;68.232;10.444;10.348;9.518;8.191;0.754;0.652;0.423
612;1.63;9.758;10.235;11.648;0.033;0.054;0.073;0.139;0.356;0.427;0.879;0.745;-0.068;0.074;11.49;24.661;25.89;7.09;68.451;10.129;10.464;9.507;8.262;0.765;0.688;0.415
612.5;1.625;9.744;10.239;11.631;0.03;0.047;0.067;0.135;0.347;0.42;0.777;0.54;-0.084;0.032;11.44;24.646;25.805;7.027;68.708;9.852;10.49;9.429;8.255;0.771;0.722;0.45
613;1.625;9.743;10.238;11.628;0.026;0.042;0.062;0.129;0.339;0.411;0.581;0.4;-0.096;-0.031;11.341;24.67;25.712;6.974;68.995;9.617;10.563;9.502;8.258;0.785;0.72;0.461
613.5;1.621;9.733;10.236;11.611;0.022;0.037;0.057;0.126;0.329;0.402;0.38;0.256;-0.102;-0.114;11.309;24.686;25.676;6.966;69.196;9.371;10.742;9.632;8.294;0.827;0.748;0.493
614;1.617;9.721;10.226;11.592;0.021;0.035;0.052;0.122;0.32;0.396;0.349;0.262;-0.078;-0.106;11.325;24.692;25.633;6.954;69.195;9.228;10.801;9.747;8.229;0.831;0.732;0.52
614.5;1.612;9.716;10.215;11.596;0.022;0.032;0.045;0.116;0.31;0.391;0.227;0.227;-0.05;-0.079;11.406;24.731;25.58;6.836;69.044;9.183;10.832;9.798;8.172;0.757;0.673;0.454
615;1.601;9.706;10.201;11.574;0.023;0.032;0.044;0.115;0.306;0.385;0.155;0.208;-0.052;-0.088;11.55;24.756;25.569;6.837;68.7;9.365;10.835;9.835;8.138;0.711;0.635;0.416
615.5;1.592;9.707;10.194;11.569;0.028;0.037;0.049;0.116;0.31;0.39;0.136;0.196;-0.041;-0.046;11.669;24.749;25.59;6.86;68.369;9.492;10.714;9.842;8.165;0.681;0.587;0.369
616;1.587;9.704;10.184;11.577;0.031;0.04;0.054;0.118;0.32;0.394;0.252;0.166;-0.033;-0.016;11.773;24.713;25.613;6.932;68.287;9.551;10.624;9.837;8.28;0.705;0.584;0.356
616.5;1.577;9.691;10.166;11.594;0.036;0.042;0.059;0.122;0.329;0.4;0.282;0.142;0.015;0.062;11.766;24.646;25.573;6.888;68.241;9.622;10.676;9.85;8.415;0.719;0.589;0.368
617;1.569;9.682;10.144;11.585;0.036;0.045;0.062;0.127;0.338;0.405;0.338;0.13;0.094;0.15;11.792;24.613;25.521;6.789;68.282;9.566;10.61;9.692;8.437;0.703;0.574;0.36
617.5;1.563;9.684;10.144;11.58;0.035;0.046;0.063;0.127;0.337;0.401;0.159;-0.114;0.083;0.137;11.69;24.526;25.41;6.656;68.436;9.608;10.551;9.537;8.474;0.718;0.591;0.397
618;1.558;9.678;10.149;11.598;0.034;0.049;0.064;0.128;0.339;0.396;-0.023;-0.132;0.033;0.127;11.634;24.555;25.448;6.649;68.528;9.798;10.524;9.523;8.455;0.766;0.629;0.446
618.5;1.553;9.663;10.171;11.582;0.033;0.043;0.059;0.125;0.331;0.387;-0.14;-0.151;0.048;0.135;11.533;24.543;25.484;6.638;68.6;9.921;10.506;9.465;8.399;0.854;0.697;0.508
619;1.555;9.66;10.185;11.594;0.033;0.041;0.055;0.124;0.325;0.381;-0.182;-0.118;0.046;0.16;11.473;24.5;25.438;6.524;68.626;9.939;10.421;9.436;8.321;0.898;0.731;0.56
619.5;1.558;9.655;10.196;11.618;0.032;0.034;0.047;0.12;0.312;0.37;-0.156;-0.01;0.074;0.179;11.466;24.475;25.38;6.425;68.657;9.977;10.318;9.425;8.24;0.889;0.779;0.546
620;1.554;9.641;10.206;11.62;0.026;0.03;0.045;0.119;0.304;0.362;-0.116;0.136;0.054;0.129;11.483;24.476;25.405;6.386;68.73;10.118;10.299;9.471;8.18;0.892;0.789;0.544
620.5;1.55;9.636;10.2;11.602;0.029;0.03;0.048;0.12;0.304;0.362;-0.036;0.195;0.078;0.158;11.574;24.452;25.444;6.458;68.847;10.285;10.187;9.481;8.154;0.884;0.794;0.51
621;1.542;9.638;10.198;11.621;0.028;0.031;0.055;0.119;0.303;0.362;0.137;0.29;0.095;0.149;11.679;24.478;25.548;6.605;68.876;10.46;10.095;9.492;8.186;0.861;0.763;0.484
621.5;1.532;9.63;10.175;11.628;0.03;0.033;0.061;0.124;0.308;0.37;0.265;0.459;0.139;0.165;11.767;24.488;25.55;6.707;68.793;10.581;10.071;9.553;8.242;0.797;0.714;0.482
622;1.523;9.616;10.148;11.589;0.033;0.037;0.069;0.125;0.311;0.373;0.443;0.576;0.18;0.214;11.835;24.543;25.641;6.884;68.612;10.671;10.031;9.511;8.257;0.759;0.688;0.497
622.5;1.514;9.613;10.127;11.573;0.037;0.041;0.07;0.121;0.307;0.369;0.426;0.487;0.122;0.125;11.828;24.59;25.684;7.026;68.486;10.7;10.226;9.598;8.338;0.757;0.682;0.514
623;1.502;9.59;10.116;11.58;0.038;0.044;0.067;0.118;0.306;0.367;0.46;0.532;0.064;0.067;11.896;24.726;25.826;7.257;68.192;10.764;10.342;9.683;8.266;0.752;0.704;0.514
623.5;1.498;9.569;10.112;11.56;0.04;0.041;0.062;0.111;0.301;0.365;0.555;0.63;0.062;0.043;11.778;24.813;25.897;7.386;67.933;10.657;10.511;9.684;8.265;0.802;0.75;0.512
624;1.495;9.553;10.108;11.551;0.038;0.038;0.056;0.107;0.295;0.358;0.53;0.582;0.026;0.009;11.758;24.857;25.92;7.419;67.69;10.473;10.676;9.676;8.259;0.854;0.775;0.541
624.5;1.488;9.539;10.1;11.54;0.034;0.028;0.05;0.104;0.291;0.352;0.635;0.609;0.011;0.024;11.675;24.848;25.883;7.261;67.659;10.22;10.795;9.7;8.293;0.901;0.836;0.554
625;1.48;9.539;10.105;11.544;0.027;0.02;0.048;0.101;0.288;0.342;0.681;0.697;-0.054;-0.056;11.644;24.847;25.834;7.061;67.774;10.046;10.925;9.709;8.293;0.972;0.836;0.562
625.5;1.47;9.546;10.1;11.55;0.021;0.013;0.046;0.1;0.286;0.337;0.597;0.613;-0.073;-0.084;11.567;24.782;25.765;6.852;67.907;9.956;10.956;9.679;8.279;0.995;0.825;0.528
626;1.463;9.554;10.107;11.566;0.019;0.01;0.045;0.102;0.283;0.335;0.448;0.526;-0.115;-0.097;11.459;24.71;25.73;6.69;68.021;9.897;10.872;9.683;8.276;0.956;0.807;0.491
626.5;1.461;9.562;10.117;11.546;0.018;0.01;0.046;0.106;0.288;0.335;0.326;0.505;-0.071;-0.037;11.365;24.605;25.594;6.506;68.076;9.814;10.83;9.708;8.294;0.889;0.751;0.493
627;1.46;9.567;10.122;11.528;0.024;0.017;0.05;0.109;0.295;0.339;0.258;0.414;-0.029;0.016;11.215;24.507;25.512;6.42;68.165;9.816;10.88;9.793;8.319;0.871;0.758;0.523
627.5;1.458;9.569;10.121;11.52;0.025;0.023;0.048;0.113;0.294;0.34;0.091;0.184;-0.01;-0.012;11.155;24.421;25.413;6.381;68.281;9.661;10.953;9.953;8.446;0.844;0.743;0.522
628;1.457;9.563;10.128;11.511;0.024;0.028;0.045;0.113;0.29;0.341;-0.025;0.023;0.03;-0.013;11.133;24.398;25.33;6.327;68.231;9.588;10.853;9.909;8.369;0.821;0.76;0.527
628.5;1.464;9.562;10.131;11.498;0.023;0.027;0.039;0.111;0.284;0.342;-0.07;-0.033;0.101;0.045;10.997;24.349;25.272;6.231;68.191;9.466;10.766;9.844;8.307;0.814;0.748;0.502
629;1.467;9.551;10.118;11.479;0.018;0.026;0.034;0.106;0.275;0.335;-0.161;-0.141;0.201;0.09;10.995;24.305;25.229;6.127;68.15;9.354;10.653;9.782;8.235;0.802;0.683;0.464
629.5;1.464;9.531;10.11;11.493;0.013;0.021;0.031;0.103;0.269;0.333;-0.108;-0.109;0.25;0.147;10.934;24.264;25.158;6.057;68.164;9.261;10.468;9.672;8.111;0.829;0.672;0.459
630;1.453;9.527;10.112;11.498;0.011;0.016;0.028;0.096;0.258;0.324;-0.036;-0.024;0.27;0.17;10.969;24.278;25.061;6.054;68.325;9.193;10.353;9.568;8.052;0.81;0.635;0.44
630.5;1.442;9.524;10.094;11.496;0.008;0.011;0.031;0.093;0.251;0.318;-0.166;-0.072;0.219;0.182;10.803;24.237;25.016;6.05;68.426;9.065;10.273;9.459;7.986;0.804;0.636;0.412
631;1.435;9.526;10.085;11.491;0.013;0.01;0.035;0.095;0.248;0.316;-0.198;-0.153;0.179;0.216;10.786;24.282;25.049;6.163;68.519;9.075;10.195;9.359;7.865;0.763;0.635;0.424
631.5;1.433;9.533;10.092;11.484;0.016;0.008;0.036;0.093;0.245;0.309;-0.088;-0.085;0.156;0.261;10.811;24.287;25.091;6.29;68.517;9.138;10.219;9.35;7.921;0.754;0.635;0.433
632;1.434;9.541;10.08;11.477;0.018;0.009;0.038;0.091;0.248;0.309;0.032;-0.037;0.057;0.213;10.876;24.308;25.181;6.535;68.393;9.337;10.304;9.439;8.027;0.786;0.682;0.466
632.5;1.432;9.538;10.067;11.45;0.016;0.013;0.041;0.094;0.251;0.311;-0.086;-0.197;0;0.194;11.039;24.289;25.29;6.68;68.095;9.471;10.289;9.443;8.093;0.828;0.735;0.5
633;1.429;9.53;10.066;11.433;0.016;0.013;0.043;0.096;0.249;0.311;-0.034;-0.209;-0.009;0.181;11.204;24.267;25.407;6.747;67.752;9.664;10.264;9.391;8.057;0.885;0.776;0.548
633.5;1.436;9.527;10.061;11.414;0.008;0.007;0.034;0.09;0.24;0.303;-0.068;-0.305;0.016;0.173;11.338;24.234;25.463;6.633;67.434;9.717;10.241;9.461;8.063;0.895;0.759;0.537
634;1.435;9.509;10.046;11.405;0.001;0.006;0.03;0.09;0.235;0.298;-0.15;-0.348;0.099;0.188;11.342;24.17;25.493;6.497;67.253;9.784;10.174;9.599;8.112;0.891;0.729;0.518
634.5;1.433;9.49;10.026;11.378;-0.006;0.004;0.024;0.091;0.233;0.299;-0.227;-0.32;0.13;0.15;11.412;24.194;25.524;6.476;67.116;9.916;10.051;9.542;7.944;0.909;0.745;0.519
635;1.423;9.469;10.018;11.338;-0.008;0.004;0.02;0.094;0.231;0.299;-0.355;-0.279;0.212;0.168;11.506;24.275;25.473;6.473;67.105;9.978;10.049;9.531;7.899;0.864;0.772;0.536
635.5;1.418;9.456;10.006;11.29;-0.006;0.009;0.023;0.097;0.233;0.306;-0.504;-0.252;0.274;0.177;11.451;24.272;25.385;6.387;67.194;9.901;10.09;9.562;7.848;0.811;0.766;0.515
636;1.413;9.456;9.993;11.292;-0.001;0.009;0.026;0.102;0.233;0.311;-0.523;-0.3;0.271;0.171;11.398;24.357;25.351;6.252;67.482;9.797;10.193;9.572;7.885;0.804;0.788;0.59
636.5;1.406;9.46;9.989;11.293;0.002;0.011;0.025;0.104;0.234;0.311;-0.446;-0.179;0.211;0.139;11.374;24.423;25.297;6.265;67.618;9.736;10.239;9.549;8.043;0.799;0.858;0.633
637;1.399;9.452;9.972;11.301;0.01;0.018;0.03;0.107;0.241;0.313;-0.501;-0.148;0.099;0.099;11.355;24.427;25.279;6.294;67.849;9.62;10.336;9.582;8.24;0.828;0.902;0.672
637.5;1.382;9.436;9.964;11.288;0.019;0.024;0.032;0.106;0.247;0.315;-0.715;-0.163;0.048;0.077;11.395;24.339;25.26;6.353;67.848;9.48;10.32;9.523;8.236;0.854;0.892;0.707
638;1.36;9.409;9.97;11.305;0.029;0.025;0.037;0.101;0.248;0.31;-0.723;-0.159;0.013;0.038;11.359;24.304;25.323;6.391;67.861;9.419;10.292;9.484;8.209;0.861;0.874;0.697
638.5;1.345;9.392;9.968;11.316;0.032;0.024;0.034;0.093;0.24;0.299;-0.759;-0.178;-0.044;-0.014;11.4;24.354;25.365;6.414;67.768;9.413;10.306;9.447;8.238;0.814;0.826;0.643
639;1.326;9.373;9.963;11.338;0.036;0.021;0.034;0.09;0.233;0.291;-0.628;-0.075;-0.074;-0.035;11.268;24.403;25.444;6.417;67.699;9.366;10.262;9.512;8.216;0.82;0.785;0.617
639.5;1.321;9.357;9.937;11.337;0.035;0.019;0.034;0.083;0.234;0.288;-0.425;0.052;-0.071;-0.054;11.283;24.497;25.497;6.496;67.613;9.478;10.217;9.378;8.049;0.852;0.771;0.544
640;1.314;9.321;9.937;11.348;0.034;0.021;0.034;0.08;0.233;0.287;-0.277;0.15;-0.031;-0.008;11.159;24.55;25.429;6.481;67.614;9.588;10.198;9.283;7.907;0.858;0.774;0.49
640.5;1.313;9.311;9.928;11.349;0.033;0.018;0.036;0.078;0.23;0.289;-0.061;0.216;0.034;0.054;11.085;24.598;25.405;6.403;67.757;9.654;10.232;9.226;7.793;0.874;0.769;0.49
641;1.313;9.323;9.915;11.361;0.023;0.009;0.033;0.073;0.223;0.283;0.044;0.118;0.055;0.101;10.99;24.656;25.355;6.361;67.849;9.738;10.229;9.143;7.745;0.911;0.807;0.529
641.5;1.315;9.334;9.896;11.359;0.017;0.009;0.033;0.075;0.219;0.276;0.121;0.022;0.069;0.138;10.948;24.667;25.295;6.287;67.732;9.837;10.221;8.971;7.755;0.925;0.861;0.566
642;1.316;9.332;9.89;11.372;0.013;0.007;0.031;0.079;0.215;0.271;0.075;-0.166;0.102;0.187;10.984;24.576;25.329;6.345;67.83;9.855;10.173;8.953;7.822;0.953;0.878;0.587
642.5;1.307;9.348;9.893;11.341;0.011;0.004;0.025;0.079;0.212;0.266;0.009;-0.224;0.178;0.238;11.058;24.525;25.38;6.488;67.86;9.952;10.191;9.062;7.903;0.937;0.847;0.584
643;1.293;9.352;9.926;11.344;0.007;0.001;0.022;0.078;0.205;0.258;-0.144;-0.373;0.242;0.248;11.117;24.554;25.458;6.593;67.908;10.112;10.1;9.137;7.922;0.866;0.855;0.57
643.5;1.289;9.36;9.946;11.362;0.006;0.006;0.02;0.077;0.199;0.257;-0.306;-0.582;0.295;0.294;11.214;24.58;25.516;6.693;67.839;10.228;10.109;9.295;7.978;0.815;0.881;0.556
644;1.288;9.358;9.97;11.38;0.007;0.005;0.017;0.076;0.193;0.251;-0.322;-0.596;0.329;0.294;11.233;24.544;25.537;6.589;67.736;10.228;10.109;9.497;8.063;0.777;0.83;0.54
644.5;1.291;9.344;9.99;11.39;0.012;0.012;0.019;0.075;0.201;0.255;-0.268;-0.527;0.293;0.301;11.2;24.52;25.496;6.487;67.626;10.275;10.214;9.545;8.162;0.798;0.803;0.495
645;1.287;9.32;10.005;11.392;0.02;0.016;0.024;0.076;0.205;0.262;-0.241;-0.416;0.252;0.326;11.049;24.479;25.443;6.384;67.585;10.228;10.361;9.664;8.225;0.815;0.79;0.476
645.5;1.286;9.303;10.011;11.38;0.023;0.018;0.029;0.074;0.207;0.268;-0.193;-0.267;0.188;0.312;11.099;24.525;25.525;6.301;67.674;10.128;10.52;9.726;8.304;0.819;0.763;0.531
646;1.287;9.297;10.012;11.381;0.019;0.015;0.026;0.07;0.202;0.265;-0.155;-0.232;0.12;0.276;11.057;24.437;25.454;6.166;67.608;9.933;10.629;9.777;8.337;0.776;0.731;0.513
646.5;1.287;9.279;10.003;11.413;0.02;0.015;0.029;0.077;0.207;0.262;-0.082;-0.251;0.041;0.19;11.015;24.368;25.414;5.988;67.568;9.674;10.812;9.682;8.382;0.761;0.711;0.516
647;1.279;9.253;10.013;11.445;0.025;0.018;0.036;0.084;0.217;0.264;0.028;-0.291;-0.008;0.114;11.049;24.397;25.489;6.119;67.683;9.435;10.864;9.682;8.379;0.786;0.719;0.553
647.5;1.266;9.25;10.028;11.444;0.025;0.016;0.038;0.087;0.222;0.263;0.112;-0.147;-0.032;0.063;11.208;24.496;25.546;6.28;67.698;9.342;10.856;9.638;8.31;0.682;0.651;0.49
648;1.25;9.219;10.068;11.484;0.02;0.014;0.035;0.084;0.221;0.258;-0.001;-0.137;0.005;0.051;11.279;24.593;25.48;6.353;67.731;9.236;10.752;9.621;8.261;0.617;0.66;0.522
648.5;1.243;9.195;10.092;11.514;0.017;0.014;0.033;0.078;0.221;0.252;-0.036;-0.303;0.066;0.071;11.355;24.633;25.346;6.326;67.85;9.176;10.702;9.605;8.213;0.638;0.704;0.511
649;1.24;9.192;10.132;11.54;0.012;0.009;0.027;0.07;0.214;0.24;-0.04;-0.235;0.079;0.045;11.348;24.558;25.232;6.218;67.877;8.954;10.657;9.588;8.165;0.631;0.706;0.527
649.5;1.233;9.185;10.156;11.529;0.018;0.011;0.027;0.065;0.21;0.235;-0.062;-0.141;0.026;-0.017;11.306;24.604;25.261;6.27;67.85;8.918;10.561;9.499;8.011;0.682;0.768;0.591
650;1.229;9.193;10.182;11.54;0.02;0.012;0.025;0.063;0.2;0.232;0;0;0;0;11.362;24.618;25.306;6.397;67.741;8.886;10.436;9.486;7.913;0.697;0.802;0.622
650.5;1.224;9.193;10.197;11.551;0.019;0.019;0.028;0.066;0.195;0.231;0.004;-0.001;-0.065;0;11.282;24.546;25.329;6.395;67.868;8.883;10.329;9.543;7.907;0.743;0.87;0.692
651;1.225;9.224;10.213;11.598;0.019;0.025;0.026;0.07;0.189;0.235;0.005;0.01;-0.116;0.014;11.09;24.339;25.273;6.269;67.88;8.904;10.129;9.66;7.868;0.748;0.882;0.686
651.5;1.22;9.238;10.235;11.649;0.023;0.032;0.032;0.084;0.195;0.242;0.051;-0.032;-0.149;-0.008;11.039;24.345;25.3;6.3;67.773;8.961;10.05;9.688;7.859;0.814;0.899;0.693
652;1.22;9.22;10.253;11.671;0.026;0.039;0.037;0.089;0.201;0.247;0.151;-0.003;-0.143;0.005;10.975;24.322;25.287;6.286;67.926;8.978;10.01;9.745;7.898;0.844;0.912;0.686
652.5;1.222;9.21;10.259;11.687;0.024;0.033;0.035;0.091;0.201;0.248;0.264;0.166;-0.115;0.047;11.03;24.259;25.321;6.368;67.775;9.174;9.892;9.647;7.941;0.777;0.838;0.587
653;1.222;9.18;10.256;11.723;0.018;0.025;0.033;0.088;0.197;0.244;0.403;0.292;-0.057;0.101;11.03;24.28;25.323;6.375;67.754;9.433;9.899;9.585;8.185;0.808;0.822;0.559
653.5;1.219;9.161;10.27;11.751;0.016;0.017;0.026;0.077;0.19;0.235;0.474;0.324;0.043;0.163;11.175;24.294;25.249;6.308;67.752;9.62;9.912;9.397;8.35;0.832;0.786;0.503
